time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2015-05-07T14:26:23.730Z,40.455,-124.7768333,23.945,2.7,md,30,271,0.3342,0.27,nc,nc72444681,2017-02-07T18:48:56.876Z,"45km WSW of Ferndale, California",earthquake,1.82,6.25,0.139,19,reviewed,nc,nc
2015-05-08T21:26:20.400Z,43.3381,-126.7187,10,4.4,mb,,177,1.807,0.91,us,us20002dxv,2015-07-17T07:06:00.040Z,"189km W of Bandon, Oregon",earthquake,7.7,1.9,0.056,93,reviewed,us,us
2015-05-09T17:07:12.110Z,39.2618333,-123.221,1.742,2.99,md,80,40,0.08378,0.15,nc,nc72445991,2017-02-07T19:05:30.380Z,"1km WSW of Redwood Valley, California",earthquake,0.14,0.77,0.112,37,reviewed,nc,nc
2015-05-11T02:03:26.540Z,38.8053333,-122.7901667,0.876,2.69,md,82,32,0.004505,0.07,nc,nc72446891,2017-02-07T19:21:09.650Z,"4km NW of The Geysers, California",earthquake,0.08,0.13,0.175,61,reviewed,nc,nc
2015-05-12T11:53:15.180Z,48.3271667,-124.7646667,11.768,2.55,ml,16,160,0.09762,0.26,uw,uw61001162,2016-07-22T19:51:12.480Z,"11km WSW of Neah Bay, Washington",earthquake,1.24,2.2,0.184,38,reviewed,uw,uw
2015-05-12T20:20:44.060Z,40.3818333,-125.2646667,9.42,2.64,md,13,303,0.7505,0.14,nc,nc72447926,2017-02-07T19:35:50.335Z,"87km WSW of Ferndale, California",earthquake,9.49,9.43,0.147,21,reviewed,nc,nc
2015-05-14T07:23:56.730Z,38.7038333,-122.415,10.118,2.93,md,118,71,0.06216,0.14,nc,nc72449021,2017-02-07T19:48:06.320Z,"14km NNE of Angwin, California",earthquake,0.13,0.33,0.179,155,reviewed,nc,nc
2015-05-15T09:20:09.960Z,40.4013333,-124.5991667,20.032,2.81,md,42,233,0.2351,0.12,nc,nc72449541,2017-02-07T19:58:23.110Z,"34km SW of Ferndale, California",earthquake,0.84,0.38,0.151,69,reviewed,nc,nc
2015-05-15T10:02:39.080Z,40.3603333,-125.5496667,5.296,2.73,md,20,318,0.9667,0.2,nc,nc72449561,2017-02-07T19:58:45.278Z,"111km WSW of Ferndale, California",earthquake,13.69,11.9,0.168,25,reviewed,nc,nc
2015-05-15T20:40:53.659Z,39.4275,-119.8635,10.1,2.5,ml,35,44.49,0.054,0.1307,nn,nn00494499,2018-06-29T23:53:08.145Z,"11km SSE of Mogul, Nevada",earthquake,,0.7,0.18,14,reviewed,nn,nn
2015-05-15T22:42:43.620Z,45.2021667,-121.2685,12.983,2.92,ml,21,48,0.05257,0.14,uw,uw61003707,2017-04-02T03:51:15.329Z,"44km S of The Dalles, Oregon",earthquake,0.43,0.53,0.164,132,reviewed,uw,uw
2015-05-16T09:01:08.230Z,51.611,-131.012,10,4.4,mwr,,,,0.87,us,us10002kng,2015-07-23T01:04:02.040Z,"208km WSW of Bella Bella, Canada",earthquake,4.6,2,,,reviewed,pgc,pgc
2015-05-16T09:11:57.930Z,43.5525,-127.4226,10,3.4,ml,,158,2.357,0.75,us,us100029r3,2015-07-23T01:04:02.040Z,"249km WNW of Bandon, Oregon",earthquake,7.1,1.9,0.064,32,reviewed,us,us
2015-05-16T17:48:47.410Z,40.309,-125.6796667,4.716,2.77,md,19,331,1.066,0.26,nc,nc72450296,2017-02-07T20:10:05.136Z,"123km WSW of Ferndale, California",earthquake,14.78,12.52,0.125,34,reviewed,nc,nc
2015-05-17T10:26:47.450Z,43.8672,-127.838,10,3,ml,,250,2.741,0.8,us,us100029yd,2015-07-23T01:04:05.040Z,"289km WNW of Bandon, Oregon",earthquake,7.4,2,0.064,32,reviewed,us,us
2015-05-17T10:47:23.184Z,41.8266,-119.673,6.8,3.2,ml,7,127.47,0.158,0.1182,nn,nn00494669,2018-06-29T23:53:14.933Z,"68km SE of Lakeview, Oregon",earthquake,,5.5,0.13,7,reviewed,nn,nn
2015-05-17T12:38:29.189Z,39.6093,-119.4301,12,2.5,ml,24,99.43,0.107,0.1237,nn,nn00494672,2018-06-29T23:53:18.319Z,"15km W of Fernley, Nevada",earthquake,,1.5,0.39,12,reviewed,nn,nn
2015-05-19T19:40:19.910Z,40.4163333,-125.2553333,22.42,2.98,ml,48,248,0.7468,0.28,nc,nc72451891,2017-02-07T20:41:52.870Z,"85km WSW of Ferndale, California",earthquake,2.75,8.61,0.25,14,reviewed,nc,nc
2015-05-20T21:41:35.750Z,44.8053333,-126.0076667,14.808,2.51,md,16,340,1.628,0.64,uw,uw61019346,2016-07-22T19:51:35.020Z,off the coast of Oregon,earthquake,18.92,50.11,0.232,2,reviewed,uw,uw
2015-05-22T02:53:00.780Z,38.4316667,-122.2503333,12.83,4.09,mw,172,90,0.008108,0.19,nc,nc72453246,2017-03-17T23:36:14.313Z,"10km ENE of Yountville, California",earthquake,0.17,0.23,,5,reviewed,nc,nc
2015-05-22T07:40:46.120Z,43.4784,-127.1432,10,4.1,mb,,177,2.142,0.78,us,us10002bbm,2015-07-29T01:35:32.040Z,"225km W of Bandon, Oregon",earthquake,8.3,1.9,0.078,45,reviewed,us,us
2015-05-23T13:08:30.170Z,40.2901667,-124.5073333,19.581,2.71,ml,31,242,0.173,0.13,nc,nc72454136,2017-02-07T21:22:40.780Z,"37km SSW of Ferndale, California",earthquake,0.78,0.23,0.268,16,reviewed,nc,nc
2015-05-24T12:57:16.685Z,41.7741,-119.7746,2.2,2.5,ml,4,127.23,0.185,0.136,nn,nn00495805,2018-06-29T23:54:06.933Z,"66km SE of Lakeview, Oregon",earthquake,,6.4,0.39,4,reviewed,nn,nn
2015-05-26T01:08:37.290Z,38.3478333,-122.6331667,5.948,2.61,md,105,31,0.003604,0.16,nc,nc72455586,2017-10-10T03:46:41.336Z,"6km E of Rohnert Park, California",earthquake,0.14,0.3,0.182,72,reviewed,nc,nc
2015-05-26T10:17:35.820Z,40.6508333,-124.712,19.72,4.34,mw,85,215,0.2919,0.21,nc,nc72455721,2017-03-17T23:36:51.567Z,"38km WNW of Ferndale, California",earthquake,0.66,0.59,,4,reviewed,nc,nc
2015-05-26T15:01:39.880Z,39.9028333,-121.9075,16.09,2.97,md,55,41,0.1243,0.22,nc,nc72455801,2017-02-07T21:53:09.200Z,"19km NNE of Hamilton City, California",earthquake,0.25,0.69,0.237,80,reviewed,nc,nc
2015-05-26T20:39:41.080Z,41.3766667,-123.3941667,39.2,2.86,md,42,45,0.1072,0.17,nc,nc72455916,2017-02-07T21:54:51.980Z,"46km S of Happy Camp, California",earthquake,0.26,0.32,0.195,43,reviewed,nc,nc
2015-05-27T15:54:46.460Z,38.791,-122.746,1.213,2.93,md,87,22,0.01081,0.08,nc,nc72456331,2017-02-07T22:02:32.250Z,"1km NNE of The Geysers, California",earthquake,0.1,0.17,0.221,78,reviewed,nc,nc
2015-05-29T07:03:55.410Z,48.3126667,-122.0816667,11.701,2.69,ml,19,96,0.04954,0.23,uw,uw61026271,2016-07-22T19:51:54.760Z,"9km NE of Bryant, Washington",earthquake,0.48,0.79,0.17,39,reviewed,uw,uw
2015-06-01T06:52:41.340Z,44.4584,-129.8114,10,5.8,mww,,63,4.278,0.91,us,us20002kxa,2016-11-10T21:47:48.217Z,Off the coast of Oregon,earthquake,8,1.8,,,reviewed,us,us
2015-06-01T06:54:10.800Z,44.1977,-129.8272,10,5.2,mb,,167,4.207,1.46,us,us20002pax,2015-08-08T00:49:39.040Z,Off the coast of Oregon,earthquake,8.9,1.9,0.093,38,reviewed,us,us
2015-06-01T06:56:18.100Z,44.3346,-129.4604,10,4.1,ml,,266,3.999,1.2,us,us20002pbh,2015-08-08T00:49:39.040Z,Off the coast of Oregon,earthquake,5.3,2,0.097,14,reviewed,us,us
2015-06-01T06:57:07.620Z,44.5262,-129.7728,10,4.2,ml,,202,4.275,1.19,us,us20002pbg,2015-08-08T00:49:39.040Z,Off the coast of Oregon,earthquake,12.7,2,0.105,12,reviewed,us,us
2015-06-01T07:01:21.050Z,44.5147,-129.7408,10,4.3,mb,,197,4.25,0.9,us,us20002kxd,2015-08-08T00:49:39.040Z,Off the coast of Oregon,earthquake,10.3,2,0.082,42,reviewed,us,us
2015-06-01T07:19:22.050Z,44.3837,-129.516,10,3.9,mb,,197,4.053,0.95,us,us20002pbf,2015-08-08T00:49:40.040Z,Off the coast of Oregon,earthquake,10.3,2,0.132,15,reviewed,us,us
2015-06-01T07:19:40.350Z,44.3151,-129.8029,10,4.2,mb,,197,4.225,1.16,us,us20002w92,2015-08-08T00:49:40.040Z,Off the coast of Oregon,earthquake,10.4,2,0.128,17,reviewed,us,us
2015-06-01T10:13:45.700Z,44.4799,-129.8273,10,4,mb,,206,4.296,1.01,us,us20002kzn,2015-08-08T00:49:42.040Z,Off the coast of Oregon,earthquake,10.7,2,0.212,6,reviewed,us,us
2015-06-01T10:20:23.430Z,44.4954,-129.7375,10,4.1,mb,,205,4.599,1.2,us,us20002kzx,2015-08-08T00:49:42.040Z,Off the coast of Oregon,earthquake,9.5,2,0.14,14,reviewed,us,us
2015-06-01T10:46:27.260Z,44.5389,-129.6521,10,5.4,mww,,169,4.2,1.42,us,us20002l01,2016-11-10T21:47:48.757Z,Off the coast of Oregon,earthquake,8.6,1.9,,,reviewed,us,us
2015-06-01T14:46:34.680Z,44.4861,-129.827,10,4.4,mb,,190,4.298,0.79,us,us20002l1f,2015-08-08T00:49:46.040Z,Off the coast of Oregon,earthquake,9.4,1.9,0.07,58,reviewed,us,us
2015-06-01T20:11:30.610Z,44.4971,-129.9582,10,5.9,mww,,104,4.39,0.86,us,us20002l3n,2016-12-09T05:47:16.339Z,Off the coast of Oregon,earthquake,8.1,1.8,,,reviewed,us,us
2015-06-02T02:20:46.040Z,44.5566,-130.1262,10,3.6,mb,,272,4.523,0.45,us,us20002l5d,2015-08-08T00:49:54.040Z,Off the coast of Oregon,earthquake,12.2,2,0.353,2,reviewed,us,us
2015-06-02T02:50:45.190Z,44.4553,-130.1501,10,3.9,mb,,203,4.506,0.47,us,us20002l5g,2015-08-08T00:49:55.040Z,Off the coast of Oregon,earthquake,11.3,2,0.132,15,reviewed,us,us
2015-06-02T03:11:24.070Z,44.7791,-129.8706,10,4.2,mb,,192,4.436,0.76,us,us20002l5r,2015-08-08T00:49:55.040Z,Off the coast of Oregon,earthquake,10.1,1.9,0.065,65,reviewed,us,us
2015-06-02T03:14:03.110Z,44.1858,-131.1226,10,3.8,mb,,213,5.107,0.58,us,us20002l5t,2015-08-08T00:49:55.040Z,Off the coast of Oregon,earthquake,14.2,2,0.292,3,reviewed,us,us
2015-06-02T21:06:12.900Z,38.8116667,-122.8158333,2.44,2.67,md,83,22,0.01081,0.06,nc,nc72460006,2017-02-07T22:55:20.060Z,"6km NW of The Geysers, California",earthquake,0.1,0.17,0.244,60,reviewed,nc,nc
2015-06-03T13:21:43.550Z,44.4836,-129.7393,10,3.1,ml,,288,4.238,0.66,us,us20002lm3,2015-08-08T00:50:15.040Z,Off the coast of Oregon,earthquake,6.4,2,0.115,10,reviewed,us,us
2015-06-03T13:25:30.540Z,44.5162,-129.8376,10,4,mb,,203,4.315,0.58,us,us20002lm4,2015-08-08T00:50:15.040Z,Off the coast of Oregon,earthquake,4.7,2,0.149,12,reviewed,us,us
2015-06-04T03:17:51.000Z,49.026,-129.812,10,3.9,mwr,,,,0.34,us,us20002lxa,2015-08-10T13:08:19.040Z,"253km SW of Port Hardy, Canada",earthquake,8.6,2,,,reviewed,pgc,pgc
2015-06-04T10:29:15.850Z,40.3268333,-124.4203333,17.381,2.76,md,18,251,0.1036,0.11,nc,nc72460796,2017-02-07T23:07:07.342Z,"30km SSW of Ferndale, California",earthquake,0.77,0.37,0.156,55,reviewed,nc,nc
2015-06-04T13:48:24.310Z,46.4851667,-122.409,18.325,2.75,ml,48,36,0.1306,0.12,uw,uw61020742,2016-07-22T19:52:07.260Z,"13km SW of Morton, Washington",earthquake,0.21,0.64,0.188,123,reviewed,uw,uw
2015-06-09T20:23:58.340Z,38.8496667,-122.7803333,1.25,2.5,md,78,39,0.008108,0.06,nc,nc72463366,2017-02-07T23:46:56.530Z,"5km WNW of Cobb, California",earthquake,0.11,0.13,0.23,62,reviewed,nc,nc
2015-06-11T04:38:10.660Z,39.683,-121.1235,7.38,2.78,md,45,70,0.1721,0.13,nc,nc72464386,2017-02-07T23:55:16.730Z,"24km E of Berry Creek, California",earthquake,0.24,1.27,0.17,49,reviewed,nc,nc
2015-06-11T11:58:55.520Z,40.345,-124.6141667,21.442,2.63,md,32,260,0.2486,0.13,nc,nc72464546,2017-02-07T23:57:32.244Z,"39km SW of Ferndale, California",earthquake,0.58,0.37,0.196,44,reviewed,nc,nc
2015-06-12T04:47:45.000Z,40.6271667,-122.4311667,20.877,2.99,md,39,46,0.0964,0.16,nc,nc72464816,2017-02-08T00:02:39.260Z,"5km NW of Redding, California",earthquake,0.28,0.38,0.142,63,reviewed,nc,nc
2015-06-12T10:19:46.310Z,38.7855,-122.7673333,1.254,2.64,md,84,29,0.01441,0.08,nc,nc72464911,2017-02-08T00:04:41.450Z,"1km NW of The Geysers, California",earthquake,0.09,0.14,0.21,78,reviewed,nc,nc
2015-06-12T16:23:59.470Z,38.8348333,-122.7698333,2.057,2.72,md,81,56,0.004505,0.06,nc,nc72465036,2017-02-08T00:07:33.090Z,"4km WNW of Cobb, California",earthquake,0.1,0.12,0.211,81,reviewed,nc,nc
2015-06-12T20:40:04.630Z,40.4133333,-125.6125,2.502,2.56,md,20,316,0.9739,0.2,nc,nc72465166,2017-02-08T00:09:28.954Z,"115km W of Ferndale, California",earthquake,10.67,7.53,0.183,18,reviewed,nc,nc
2015-06-13T08:52:22.060Z,37.6306667,-119.4546667,2.936,2.8,mh,15,140,0.2973,0.14,nc,nc72465451,2017-02-08T00:14:02.036Z,"16km SE of Yosemite Valley, California",earthquake,0.54,2.95,,0,reviewed,nc,nc
2015-06-14T10:21:09.910Z,38.8411667,-122.8256667,1.769,2.64,md,76,30,0.008108,0.05,nc,nc72466021,2017-02-08T00:21:55.080Z,"9km WNW of Cobb, California",earthquake,0.09,0.15,0.196,68,reviewed,nc,nc
2015-06-15T05:51:35.100Z,47.6748333,-120.3326667,3.717,2.59,ml,22,50,0.0707,0.13,uw,uw61026892,2016-07-22T19:52:24.160Z,"9km W of Entiat, Washington",earthquake,0.24,1.37,0.16,83,reviewed,uw,uw
2015-06-16T04:45:43.560Z,40.4223333,-124.6605,25.402,2.68,md,33,260,0.2523,0.2,nc,nc72466811,2017-02-08T00:32:20.863Z,"37km WSW of Ferndale, California",earthquake,0.96,1.8,0.17,47,reviewed,nc,nc
2015-06-16T17:43:15.680Z,40.3673333,-125.1826667,15.341,2.68,md,18,294,0.6541,0.28,nc,nc72467116,2017-02-08T00:37:08.207Z,"81km WSW of Ferndale, California",earthquake,8.66,11.45,0.148,24,reviewed,nc,nc
2015-06-16T21:22:45.580Z,38.3905,-119.3853333,1.928,3.17,ml,80,81,0.1216,0.11,nc,nc72467186,2018-06-29T23:55:43.313Z,"20km NW of Bridgeport, California",earthquake,0.15,0.85,0.162,25,reviewed,nc,nc
2015-06-17T23:12:12.170Z,38.3536667,-122.3893333,9.525,2.68,md,126,87,0.05405,0.14,nc,nc72467761,2017-02-08T00:44:46.630Z,"5km SSW of Yountville, California",earthquake,0.13,0.23,0.168,100,reviewed,nc,nc
2015-06-18T17:47:31.480Z,46.1495,-120.698,11.989,2.99,ml,35,48,0.1786,0.22,uw,uw61029517,2016-07-22T19:52:28.720Z,"37km NNE of Goldendale, Washington",earthquake,0.38,1.41,0.148,120,reviewed,uw,uw
2015-06-18T18:01:28.240Z,40.2033333,-121.3418333,7.303,2.76,md,56,70,0.1495,0.13,nc,nc72468346,2017-02-08T00:51:20.280Z,"16km SW of Chester, California",earthquake,0.19,1.01,0.153,82,reviewed,nc,nc
2015-06-18T23:45:02.000Z,49.491,-119.49,0,2.5,ml,,,,0.8,us,us10002k4a,2016-07-22T19:52:30.110Z,"7km E of Penticton, Canada",earthquake,4.9,7.4,,,reviewed,pgc,pgc
2015-06-22T15:25:58.570Z,38.8073333,-122.824,1.518,2.71,md,69,26,0.004505,0.07,nc,nc72470496,2017-02-08T01:17:58.180Z,"6km WNW of The Geysers, California",earthquake,0.1,0.16,0.256,62,reviewed,nc,nc
2015-06-22T16:33:28.340Z,43.9915,-126.2062,10,2.8,ml,,233,2.166,0.56,us,us10002kwg,2016-07-22T19:52:40.380Z,"168km WNW of Barview, Oregon",earthquake,10.5,2,0.064,32,reviewed,us,us
2015-06-23T12:29:39.500Z,39.8544998,-120.6685028,57.12,2.91,md,7,188,0.1083,0.32,nc,nc72471011,2015-06-25T23:35:59.422Z,"17km WNW of Portola, California",earthquake,13.31,16.56,0.22,8,reviewed,nc,nc
2015-06-24T01:38:43.400Z,38.8113333,-122.8236667,1.836,2.73,md,69,25,0.005405,0.05,nc,nc72471246,2017-02-08T01:27:21.330Z,"6km WNW of The Geysers, California",earthquake,0.09,0.17,0.196,67,reviewed,nc,nc
2015-06-25T13:24:47.560Z,45.4891667,-123.4406667,51.602,3.13,ml,31,61,0.1504,0.1,uw,uw61046476,2016-07-22T19:52:48.910Z,"25km NW of Yamhill, Oregon",earthquake,0.28,0.68,0.173,146,reviewed,uw,uw
2015-06-26T13:29:46.750Z,44.3572,-124.4485,28.65,2.5,ml,,230,0.5,1.28,us,us10002lwa,2018-08-31T18:51:18.490Z,"31km WSW of Waldport, Oregon",earthquake,2.6,7.1,0.123,15,reviewed,uw,uw
2015-06-27T05:50:07.730Z,40.231,-125.0101667,3.272,2.77,md,17,308,0.5622,0.21,nc,nc72472921,2017-02-08T01:50:43.141Z,"74km WSW of Ferndale, California",earthquake,1.06,1.1,0.145,47,reviewed,nc,nc
2015-06-27T07:37:49.680Z,43.8339,-128.1439,10,3.1,ml,,200,2.94,0.81,us,us10002m1y,2015-09-02T22:37:21.040Z,Off the coast of Oregon,earthquake,7.1,1.9,0.077,22,reviewed,us,us
2015-06-27T08:56:42.480Z,43.7969,-128.4087,10,3.1,ml,,217,3.112,0.9,us,us20002wsx,2015-09-02T22:37:21.040Z,Off the coast of Oregon,earthquake,12,2,0.091,16,reviewed,us,us
2015-06-27T09:48:47.240Z,44.0261,-128.2626,10,3,ml,,204,3.084,0.79,us,us20002wt3,2015-09-02T22:37:21.040Z,Off the coast of Oregon,earthquake,6.1,2,0.101,13,reviewed,us,us
2015-06-27T09:54:47.130Z,43.8112,-128.3514,10,3.2,ml,,211,3.077,1.01,us,us20002wsy,2015-09-02T22:37:21.040Z,Off the coast of Oregon,earthquake,10.1,2,0.077,22,reviewed,us,us
2015-06-27T14:16:34.949Z,41.8052,-119.6233,0,2.6,ml,5,126.01,0.197,0.1231,nn,nn00500120,2018-06-29T23:56:22.561Z,"73km SE of Lakeview, Oregon",earthquake,,0,0.46,5,reviewed,nn,nn
2015-06-27T14:33:46.930Z,41.8916,-119.6436,11.6,2.6,ml,4,121.13,0.128,0.0856,nn,nn00500109,2018-06-29T23:56:19.876Z,"66km ESE of Lakeview, Oregon",earthquake,,4.4,0.37,4,reviewed,nn,nn
2015-06-27T23:45:11.920Z,41.1218333,-123.5123333,36.65,2.91,md,57,43,0.1631,0.21,nc,nc72473221,2017-02-08T01:54:26.990Z,"22km NNE of Willow Creek, California",earthquake,0.35,0.49,0.162,58,reviewed,nc,nc
2015-06-28T10:01:10.830Z,43.8182,-128.258,10,3.2,ml,,210,3.014,0.75,us,us10002m6x,2015-09-02T22:37:22.040Z,Off the coast of Oregon,earthquake,9.6,2,0.077,22,reviewed,us,us
2015-06-28T10:04:38.560Z,43.9719,-128.0426,16.31,4.2,mb,,191,3.457,0.73,us,us20002x7t,2015-09-02T22:37:22.040Z,Off the coast of Oregon,earthquake,10.3,7.5,0.11,23,reviewed,us,us
2015-06-28T17:04:21.130Z,44.0575,-128.0285,10,3,ml,,180,2.938,1.25,us,us10002m7w,2015-09-02T22:37:23.040Z,Off the coast of Oregon,earthquake,7.3,1.9,0.077,22,reviewed,us,us
2015-06-29T03:16:08.250Z,39.8111667,-123.4913333,8.816,2.71,md,34,77,0.008108,0.09,nc,nc72473766,2017-02-08T02:00:37.780Z,"13km N of Laytonville, California",earthquake,0.16,0.31,0.181,76,reviewed,nc,nc
2015-07-03T07:25:45.000Z,49.07,-129.726,10,3.8,mwr,,,,1.31,us,us10002n71,2015-09-30T00:20:53.040Z,"245km SW of Port Hardy, Canada",earthquake,9.2,1.9,,,reviewed,pgc,pgc
2015-07-04T15:42:18.050Z,44.0895,-122.831,7.95,4.14,ml,24,42,0.1257,0.26,uw,uw61037147,2019-08-29T17:48:10.465Z,"15km ENE of Springfield, Oregon",earthquake,0.41,2.3,0.152,194,reviewed,uw,uw
2015-07-04T22:00:22.270Z,40.2858333,-124.7965,4.951,2.55,md,19,291,0.3928,0.26,nc,nc72478436,2017-02-08T02:40:45.070Z,"55km SW of Ferndale, California",earthquake,1,1.69,0.191,24,reviewed,nc,nc
2015-07-05T02:08:40.080Z,40.4133333,-124.5086667,22.633,2.85,ml,42,225,0.1946,0.11,nc,nc72478496,2017-02-08T02:41:34.030Z,"27km SW of Ferndale, California",earthquake,0.63,0.44,0.174,21,reviewed,nc,nc
2015-07-05T07:45:00.910Z,49.0139,-122.1706,7.8,3.3,ml,,,,1.47,us,us10002nht,2016-07-22T19:53:12.220Z,"7km SE of Abbotsford, Canada",earthquake,2.1,5.4,0.244,49,reviewed,pgc,uw
2015-07-05T18:14:13.570Z,38.7908333,-122.7781667,3.466,2.92,md,85,21,0.008108,0.06,nc,nc72478946,2017-02-08T02:48:52.140Z,"2km NW of The Geysers, California",earthquake,0.1,0.17,0.237,113,reviewed,nc,nc
2015-07-06T11:36:10.650Z,39.8038333,-123.5736667,-0.944,2.9,mh,25,114,0.07117,0.13,nc,nc72479301,2017-02-08T02:55:23.040Z,"15km NNW of Laytonville, California",earthquake,0.18,0.83,,0,reviewed,nc,nc
2015-07-09T17:53:04.800Z,43.4123,-127.2241,10,2.7,ml,,252,2.182,0.83,us,us20002wcp,2015-10-09T20:19:09.040Z,"230km W of Bandon, Oregon",earthquake,10.7,2,0.066,30,reviewed,us,us
2015-07-10T03:29:49.160Z,38.8081667,-122.7903333,3.026,3.83,mw,94,19,0.003604,0.05,nc,nc72483061,2017-03-17T23:37:22.304Z,"4km NW of The Geysers, California",earthquake,0.09,0.14,,10,reviewed,nc,nc
2015-07-11T02:28:20.911Z,41.8638,-119.6506,8.9,2.6,ml,5,222.29,0.141,0.0917,nn,nn00501479,2018-06-29T23:57:04.781Z,"67km ESE of Lakeview, Oregon",earthquake,,4.4,0.34,5,reviewed,nn,nn
2015-07-11T21:36:03.880Z,42.571,-124.4801667,9.675,2.59,ml,18,216,0.1381,0.35,uw,uw61040957,2016-07-22T19:53:26.050Z,"18km NNW of Gold Beach, Oregon",earthquake,0.99,2.11,0.109,24,reviewed,uw,uw
2015-07-12T13:01:42.410Z,48.2476667,-121.6806667,9.28,2.55,ml,15,81,0.1732,0.1,uw,uw61041047,2016-07-22T19:53:26.880Z,"6km W of Darrington, Washington",earthquake,0.3,0.83,0.159,103,reviewed,uw,uw
2015-07-12T21:17:22.150Z,40.2078333,-125.9378333,4.322,2.8,md,10,339,1.251,0.12,nc,nc72484491,2017-02-08T03:50:56.148Z,"147km WSW of Ferndale, California",earthquake,8.91,7.55,0.166,20,reviewed,nc,nc
2015-07-12T21:39:47.539Z,41.8725,-119.6625,10.7,2.5,ml,5,130.48,0.128,0.097,nn,nn00501581,2018-06-29T23:57:09.481Z,"66km ESE of Lakeview, Oregon",earthquake,,3.8,0.42,5,reviewed,nn,nn
2015-07-12T22:17:46.570Z,40.3015,-124.6638333,25.441,2.55,md,32,260,0.291,0.21,nc,nc72484531,2017-02-08T03:51:37.356Z,"45km SW of Ferndale, California",earthquake,0.57,2.33,0.284,30,reviewed,nc,nc
2015-07-13T05:56:58.490Z,40.3831667,-124.7578333,9.671,2.69,md,48,242,0.3333,0.17,nc,nc72484646,2017-02-08T03:53:49.332Z,"47km WSW of Ferndale, California",earthquake,0.83,0.92,0.175,43,reviewed,nc,nc
2015-07-15T01:32:38.460Z,38.8076667,-122.7993333,1.396,2.72,md,79,33,0.003604,0.06,nc,nc72485971,2017-02-08T04:07:31.630Z,"5km NW of The Geysers, California",earthquake,0.09,0.15,0.254,61,reviewed,nc,nc
2015-07-15T21:23:01.140Z,47.9558333,-122.9713333,46.12,2.54,ml,24,57,0.1287,0.21,uw,uw61055256,2016-07-22T19:53:33.790Z,"16km SE of Sequim, Washington",earthquake,0.66,0.66,0.194,60,reviewed,uw,uw
2015-07-16T01:45:50.799Z,41.8782,-119.6265,9.5,3.2,ml,5,220.46,0.146,0.1416,nn,nn00501962,2018-06-29T23:57:24.870Z,"68km ESE of Lakeview, Oregon",earthquake,,5.5,0.41,5,reviewed,nn,nn
2015-07-16T01:50:17.512Z,41.88,-119.644,10,3.4,ml,5,121.67,0.134,0.1302,nn,nn00501929,2018-06-29T23:57:18.041Z,"67km ESE of Lakeview, Oregon",earthquake,,3.4,0.38,5,reviewed,nn,nn
2015-07-16T01:50:49.182Z,41.8712,-119.6284,8.8,3.4,ml,5,160.83,0.149,0.1763,nn,nn00501936,2018-06-29T23:57:31.000Z,"69km ESE of Lakeview, Oregon",earthquake,,6.2,0.25,4,reviewed,nn,nn
2015-07-16T01:52:11.994Z,41.8986,-119.6367,10.1,4.6,ml,6,155.91,0.129,0.184,nn,nn00501944,2018-06-29T23:57:30.897Z,"66km ESE of Lakeview, Oregon",earthquake,,5.8,0.43,5,reviewed,nn,nn
2015-07-16T01:57:08.238Z,41.8557,-119.6545,9.4,3.2,ml,5,223.55,0.144,0.1193,nn,nn00502072,2018-06-29T23:57:26.918Z,"68km ESE of Lakeview, Oregon",earthquake,,5.7,0.86,5,reviewed,nn,nn
2015-07-16T01:57:26.295Z,41.9006,-119.6373,8.5,4,ml,5,216.51,0.128,0.1391,nn,nn00501947,2018-06-29T23:57:18.182Z,"66km ESE of Lakeview, Oregon",earthquake,,7.1,0.5,5,reviewed,nn,nn
2015-07-16T02:12:40.633Z,41.8664,-119.6451,8,2.6,ml,5,131.64,0.142,0.185,nn,nn00501934,2018-06-29T23:57:19.797Z,"68km ESE of Lakeview, Oregon",earthquake,,5.6,0.37,5,reviewed,nn,nn
2015-07-16T02:50:44.656Z,41.8872,-119.6167,7.9,3,ml,5,138.26,0.148,0.1464,nn,nn00501946,2018-06-29T23:57:19.904Z,"69km ESE of Lakeview, Oregon",earthquake,,6.4,0.31,5,reviewed,nn,nn
2015-07-16T03:16:11.278Z,41.8661,-119.6551,10.1,2.5,ml,5,221.81,0.137,0.1083,nn,nn00502001,2018-06-29T23:57:19.375Z,"67km ESE of Lakeview, Oregon",earthquake,,4.5,0.34,5,reviewed,nn,nn
2015-07-16T03:23:54.510Z,41.8522,-119.6421,8,2.8,ml,5,224.36,0.153,0.1229,nn,nn00501954,2018-06-29T23:57:19.470Z,"69km ESE of Lakeview, Oregon",earthquake,,5.2,0.43,5,reviewed,nn,nn
2015-07-16T05:51:30.423Z,41.8534,-119.6478,8.3,3.8,ml,5,128.13,0.149,0.1634,nn,nn00501971,2018-06-29T23:57:18.594Z,"68km ESE of Lakeview, Oregon",earthquake,,5.4,0.48,5,reviewed,nn,nn
2015-07-16T09:45:34.128Z,41.8714,-119.6366,2.1,3.7,ml,4,187.9,0.497,0.1433,nn,nn00501978,2018-06-29T23:57:18.800Z,"68km ESE of Lakeview, Oregon",earthquake,,11.2,0.43,4,reviewed,nn,nn
